url,name,name_ja,name_ja_kana,translation,alternate_names,habitat,diet,appearance,behavior,interactions,body,origin,legends,other_forms,critical_weakness
https://yokai.com/hitodama/,Hitodama,人魂,ひとだま,human soul,,graveyards and near the recently deceased,none,"Hitodama are the visible souls of humans detached from their host bodies. They appear as red, orange, or blue-white orbs, and float about slowly not too far from the ground.","On warm summer nights, these strange, glowing orbs can be seen floating around graveyards, funeral parlors, or the houses where people have recently died. Most often they are seen just before or after the moment of death, when the soul leaves the body to return to the ether. It is most common to see them at night, though they occasionally appear during the daytime. Rarely, hitodama materialize when a person loses consciousness, floating outside of the body, only to return when the person regains consciousness.",,"Hitodama are harmless, and it is important not to confuse them with other, potentially deadly fireball yōkai. Hitodama can be distinguished from other hi no tama by the distinctive tails of light which trail behind them.",,,,
https://yokai.com/kodama/,Kodama,木霊,こだま,tree spirit,,"deep in untouched forests, inside very old tress",none; its life is connected to the life of its host tree,"Deep in the mountainous forests of Japan, the souls of the trees are animated as spirits called kodama. These souls wander outside of their hosts, tending to their groves and maintaining the balance of nature. Kodama are rarely ever seen, but are often heard—particularly as echoes that take just a little longer to return than they should. When they do appear, they resemble faint orbs of light in the distance; or occasionally a tiny, funny shaped vaguely humanoid figure. A kodama’s life force is directly tied to the tree it inhabits; if either the tree or the kodama dies, the other cannot live.",,"Kodama are revered as gods of the trees and protectors of the forests. They bless the lands around their forest with vitality, and villagers who find a kodama-inhabited tree honor it by marking it with a sacred rope known as a shimenawa. Occasionally, very old trees will bleed when cut, and this is regarded as a sign that a kodama is living inside. Cutting down such an ancient tree is a grave sin, and can bring down a powerful curse, causing a prosperous community to fall into ruin.",,,,,
https://yokai.com/yamabiko/,Yamabiko,山彦,やまびこ,echo; written with characters meaning mountain boy,,"forested mountains and valleys, inside camphor tress",unknown,"The wilds of Japan are full of strange phenomena, like echoes that bounce back with more delay than they should, or that come back slightly different from the original sound. When the false echo comes from the forest, it is usually attributed to a kodama. When it comes from the mountains, it is due to something called a yamabiko. They are small, appearing like a cross between a dog and a wild monkey.","Little is known about these yōkai due to their rarity and elusiveness. They live deep in the mountains and make their homes in camphor trees, in close proximity to (and sharing a common ancestry with) other tree and mountain spirits. For many centuries, their calls were speculated to be a kind of rare bird, or other kinds of yōkai, or even natural phenomena. It wasn’t until the Edo period—when determined yōkai researchers like Sawaki Sūshi and Toriyama Sekien began making illustrated yokai bestiaries—that this creature’s form was decided.",,"Yamabiko are known almost exclusively by their voices. They are skilled at mimicking any sound, including natural sounds, human language, and trains and cars. They occasionally unleash terrible and mysterious screams deep in the forests that can carry for long distances.",,,,
https://yokai.com/kijimunaa/,Kijimunā,キジムナー,きじむなあ,"the name comes from an old Okinawan village, Kijimuka","sēma, bunagaya",banyan trees on the islands of Okinawa,seafood; prefers fish heads and eyes,"The southern island chain of Okinawa is home to a number of unique yōkai that are not found anywhere else in Japan. One of these is the kijimunā: an elfin creature that makes it home in the banyan trees that grow all over the Ryukyu archipelago. Physically, kijimunā are about the same height as a child, with wild and thick bright red hair, and red tinted skin. They wear skirts made of grass, and move about by hopping rather than walking. Although kijimunā retain the appearance of child-like youthfulness into their adulthood, males are noted for their large and prominent testicles.","The kijimunā lifestyle mimics humans in many ways. They fish along the shores, live in family units, get married, and raise children in much the same way as the native islanders. On rare occasions, they marry into human families. The kijimunā diet consists entirely of seafood. They are excellent fishers, and are particularly skilled at diving. Kijimunā use both these skills to catch their favorite dish: fish heads—specifically the head of the snapper species called the double-lined fusilier. They are especially fond of fish eyes, even preferring the left eye over the right. Okinawans attribute eyeless corpses of fish found on the beach to picky kijimunā.","Kijimunā often help fishermen catch fish, or aid humans in other ways in return for a cooked meal. When they form friendships with humans, it can last for a lifetime. Kijimunā will often return to their human friends many times, even spending holidays with their adopted family.","Kijimunā have a number of peculiar fears and prejudices. They loathe chickens and cooking pots. They are extremely put off by people passing gas. However, the thing they hate above all else is the octopus. They avoid octopuses at all costs, despising them and fearing them at the same time.
Unprovoked kijimunā attacks on humans are rare. Cutting down the banyan tree in which they live is a sure way to earn their wrath. Kijimunā thus wronged have been known to murder livestock, sabotage boats so they sink while their owners are far out at sea, or magically trap people in hollow trees from which they cannot escape. Sometimes they press down on peoples’ chests while they sleep, or snuff out lights during the night. Once earned, the enmity of a kijimunā can never be assuaged.",,,,
https://yokai.com/nureonago/,Nure onago,濡女子,ぬれおなご,wet girl,nure hanayome (“wet bride”),"watersides, wetlands, fishing villages; anywhere near water",attention,"Nure onago appear as disheveled-looking young girls with matted, wet hair. As the name implies, they are soaked with water from head to toe. Often, nure onago are covered with dead leaves and things stuck to their dripping bodies. They wander about dripping and sopping wet, and are encountered on roads near swamps, rivers, and coasts, or during nights of heavy rain.",,"Travelers along the coasts and rivers of the islands of Shikoku and Kyūshū occasionally encounter young girls, lost and soaked to the bone. Most people who witness such a pathetic sight rush over to help the poor girls. When a human draws close to a nure onago, she looks up into their eyes and smiles. If the smile is returned, she will follow the helpful stranger human, sticking by him forever. This isn’t as nice as it seems; nure onago continually drip water and stink of mildew and swamp water. Although she causes no particular harm, her constant presence is often enough to ruin the rest of a person’s life.","Ignoring a nure onago and refusing to return her smile is the only way to avoid this yōkai. Unfortunately, by the time her true nature is discovered it is often too late.
Nure onago behave similarly to hari onago, although in a less violent form. The two are sometimes grouped together as waraionago, smiling girls. Both are also found on the island of Shikoku, suggesting a possible relation between them. They should not, however, be confused with the similarly named nure onna, a much larger and more dangerous yōkai.","Nure onago are born from the strong feelings of loss and sadness shared by widows of drowning victims—particular widows of sailors lost at sea. These feelings build up and materialize into a nure onago, whose desire for attention is the amplified desire of heartbroken widows to see their husbands again.",,,
https://yokai.com/jorougumo/,Jorōgumo,絡新婦,じょろうぐも,entangling bride; alternatively whore spider,,"cities, towns, rural areas, forests, and caves","young, virile men","In Japan, some spiders are known to possess amazing supernatural powers. One of these is the jorōgumo, known as the golden orb-weaver in English. The jorōgumo is the most well-known of the arachnid yōkai, and found all over the Japanese archipelago except for the northern island of Hokkaidō. Their body size averages between two to three centimeters long, but they can grow much larger; some are massive enough to catch and eat small birds. Renowned for their size, their vividly beautiful colors, and the large and strong webs they weave, the beautiful jorōgumo are also famous for the cruel destruction they wreak on young men. Written with modern kanji, their name means “entangling bride.” However, these characters were added much later to cover up the original meaning of jorōgumo—”whore spider.”","Jorōgumo live solitary lives, both as spiders and as yōkai. When a golden orb-weaver reaches 400 years of age, it develops magical powers and begins to feed on human prey instead of insects. Jorōgumo make their nests in caves, forests, or empty houses in towns. Possessing a cunning intelligence and a cold heart, they see humans as nothing more than insects to feed on. They are skillful deceivers and powerful shape-shifters, usually appearing as young, sexy, and stunningly beautiful women.","Jorōgumo’s favorite prey are young, handsome men looking for love—or other favors. When a jorōgumo spots a man she desires, she lures him into her home with promises of affection. He is never seen again. Jorōgumo spin silk threads strong enough to ensnare a grown man so that he cannot escape. They also have powerful venom that can slowly weaken a man day by day, allowing the spider to savor her victim’s long and painful death. Jorōgumo can control other, lesser spiders, even employing fire-breathing spiders to burn down the homes of any suspicious meddlers. They are such skillful predators that a jorōgumo can operate like this for years and years, even in the middle of a busy city, piling up hundreds of desiccated skeletons of foolish young men.",,,,,
https://yokai.com/tsuchigumo/,Tsuchigumo,土蜘蛛,つちぐも,ground spider,"yatsukahagi, ōgumo (“giant spider”)","rural areas, mountains, forests, and caves","humans, animals; anything that it can trap","Tsuchigumo, known as the purse web spider in English, are found all over the Japanese islands and throughout much of the world. Long-lived tsuchigumo can transform into yōkai. They grow to a monstrous size, able to catch much larger prey—particularly humans.","Tsuchigumo live in the forests and mountains, making their homes in silk tubes from which they ambush passing prey. Like other spider yōkai, they rely on illusion and trickery to deceive people. While the jorōgumo use their sexuality to seduce young men, the tsuchigumo have a wider selection of deceptions—and often bigger ambitions.",,"In another legend, a tsuchigumo took the form of a beautiful warrior woman and lead an army of yōkai against Japan. Yorimitsu and his men met the yōkai army on the battlefield. With his experience in such matters Yorimitsu attacked the woman general first. The blow struck, her army vanished—it was merely an illusion. The warriors followed the woman to a cave in the mountains, where she morphed into a giant spider. With one swing of his sword, Yorimitsu sliced her abdomen open. Thousands of baby spiders the size of human infants swarmed out from her belly. Yorimitsu and his retainers slew every one of the spiders and returned home victorious.",,"The accounts of the legendary warrior Minamoto no Yorimitsu contain numerous encounters with tsuchigumo. In one, a tsuchigumo changed itself into a servant boy to administer venom in the form of medicine to the famed warrior. When his wounds were not healing and the medicine didn’t seem to be working, Yorimitsu suspected foul play. He slashed his sword at the boy, who then fled into the forest. The attack broke the powerful illusion which the spider had laid on Yorimitsu, and he found that he was covered in spider webs. Yorimitsu and his retainers followed the trail of spider’s blood into the mountains, where they discovered a gigantic, monstrous arachnid—dead from the wound Yorimitsu had inflicted.",,
https://yokai.com/aosagibi/,Aosagibi,青鷺火,あおさぎび,blue heron fire,goi no hikari (“night heron light”),"rivers, wetlands; wherever herons and other waterbirds can be found",,"When they reach an advanced age, many types of birds transform into magical yōkai with eerie powers. Aosagibi is the name for a bizarre phenomenon caused by transformed herons—particularly the black-crowned night heron. Found all along the islands and coasts, this heron prefers remote areas with heavy reeds and thick woods. Though aosagibi is most commonly attributed to this particular bird, other herons and wild birds such as ducks and pheasants are able to develop this manifestation. Aosagibi is most commonly seen at night, either in the trees where the herons roost, by the rivers where they hunt, or in the twilight sky as birds fly overhead.","Long-lived herons develop shining scales on their breasts, which fuse together from their feathers. With each breath, they blow a yellow iridescent powder from their beaks that scatters into the wind. During the autumn nights, their bodies radiate a bluish-white glow. Their powdery breath ignites into bright blue fireballs, which they blow across the water or high in the trees. These fireballs possess no heat and do not ignite what they touch, but eventually evaporate in the wind.","Like most wild birds, night herons are shy and flee from humans. Even after transforming into yōkai, they retain their shyness. While the sight of a colony of wild birds breathing blue flames and making strange calls on a cool autumn night can be rather disconcerting, aosagibi does not post any threat. However, because their fireball breath appears similar to other phenomena, caution should be taken to avoid confusing aosagibi with onibi or other supernatural lights.",,,,,
https://yokai.com/itachi/,Itachi,鼬,いたち,weasel,"often referred to as ten, the Japanese marten","found all across Japan, particularly in mountainous areas",carnivorous; feeds on small wild animals,"Like birds and spiders, many other animals develop into yōkai when they reach a certain age. Japanese weasels, known as itachi, are disconcerting animals. They bring ill omens, and people fear their particular brand of magic. Like most animals-turned-yōkai, they possess shape-shifting abilities in addition to a number of supernatural powers.",,"Itachi are tricksters and pranksters, but generally shy away from interaction with humans. As a result, they are mistrusted and disliked. Itachi calls are also considered to be ill omens. After the yelping cries of a group of itachi are heard, misfortune and despair always follows. Though itachi can transform, they prefer to use other kinds of magic—usually with unfortunate results for their targets. When an itachi is seen standing on its hind legs it is said to be bewitching a human—perhaps hypnotizing them into leaving out food or performing some other task for the weasel’s benefit. Itachi are dangerous in groups. They gather together at night, climb up onto each other’s shoulders, and create huge columns of fire which erupt into whirlwinds. These are frequently blamed for starting conflagrations which can burn down entire towns.",,"In the old days, weasels were believed to transform into ten (martens) or mujina (badgers or tanuki, depending on the region) after reaching an old age. Additionally, the names ten and itachi were often used interchangeably. As a result, there is confusion over which animal is being referred to in many stories.",,"Itachi are often considered to be the most skilled shape-changing animals, possessing more forms than any other shape-changer. An old phrase about animal yōkai goes, “Kitsune nanabake, tanuki hachibake, ten kubake”—foxes seven forms, tanuki eight forms, martens (i.e. itachi) nine forms. When an itachi changes its shape, it usually adopts the form of a young priest boy dressed in clothes that are too big for him. This form is used chiefly to acquire alcohol, which the weasels cannot brew. Itachi also frequently adopt the forms of other yōkai in order to scare humans. One of their favorites is the ōnyūdō: a colossal, bald-headed giant who terrorizes villages, destroys houses, devours livestock and even eats people.",
https://yokai.com/kamaitachi/,Kama itachi,鎌鼬,かまいたち,sickle weasel,,"primarily the Japan Alps, but potentially anywhere that weasels are found",carnivorous; feeds on small wild animals,"The mountainous regions of Yamanashi, Nagano, and Niigata are known for a particularly meddlesome kind of itachi. In these areas, grandparents warn their grandchildren to beware of kama itachi, or “sickle weasels.” These itachi have learned to ride the swirling whirlwinds of this cold region. They have claws as strong as steel and as sharp as razors. Their fur is spiny like a hedgehog, and they bark like a dog. They move so quickly that they are invisible to the naked eye. They come and go with the wind.",,"Kama itachi travel and attack in threes, striking out at people from thin air. The first kama itachi slices at its victim’s legs, knocking him to the ground. The second one uses its fore and hind legs to slice up the prone victim with thousands of dreadful cuts. The third one then applies a magical salve which heals up the majority of the wounds instantly, so that none of them proves fatal. It is said that the kama itachi strikes with such precision that it can carve out entire chunks of flesh from its victims without spilling even a drop of blood. The attack and the healing happen so fast that the victim cannot perceive them; from his perspective he merely trips and gets up with a bit of pain and a few scratches here and there.",,"One theory about the kama itachi’s origin is that it is only a joke: a play on words based on a sword fighting stance known as kamae tachi. However, legends of invisible beasts that ride the wind and attack humans in a similar manner are found in all regions of Japan, and the sickle weasel remains a popular explanation.",,,
https://yokai.com/basan/,Basan,波山,ばさん,onomatopoeic; the sound of its flapping wings,"basabasa, inu hōō (“dog phoenix”)",mountainous forests; found only on Shikoku,charred wood and embers,"Basan are rare birds found only on the island of Shikoku, in the mountains of Ehime. They are roughly the size of a turkey, and shaped like a chicken. Basan are easily recognized by their bright red comb and brilliantly colored plumage which appears like tongues of flame. Their most notable feature is their breath, which flows visibly from their mouth like a dragon’s fire. However, the flame gives off no heat, nor does it ignite combustible material.","Basan are entirely nocturnal, and little is known about their behavior. They make their homes in remote bamboo groves, far from human activity. Charred wood and embers make up their diet, and they have been known to wander into remote villages at night to feast on the remains of bonfires or charcoal. When pleased or startled, basan beat their wings creating the distinctive rustling “basabasa” sound from which they get their name. People who have witnessed this report that the birds vanish into thin air when they realize they have been seen.",,,,,,
https://yokai.com/yamawaro/,Yamawaro,山童,やまわろ,mountain child,yamawarawa,mountains; commonly found throughout Kyūshū and West Japan,omnivorous,"Yamawaro are minor deities of the mountains, closely related to other nature spirits such as kappa, garappa, and hyōsube. Short creatures resembling boys of about 10 years of age, their heads are crowned in long brown hair and their bodies are covered in fine, light hair. They have a short torso and two long legs, on which they walk upright. A yamawaro’s most distinguishing feature is the single eye in the middle of its head. They are skillful mimics, copying the sound of falling rocks, wind, dynamite, and tools. They can even learn to speak human languages and sing human songs.",,"Like their cousins the kappa, yamawaro despise horses and cows, and attack them on sight. They love the sport of sumo, which they are better at than any human. Like hyōsube, they sneak into homes to nap and take baths, and leave behind a thick film of grease and hair when they are done.","Yamawaro are frequently encountered in the mountains by woodcutters, and are known to help with work. If properly thanked and offered food for their services, a yamawaro is likely to return to help again. However, care must be taken when feeding a yamawaro. If the amount of food is less than what was promised, it will grow angry and never return. If offered before the work is performed, the yamawaro will simply take the food and run.
This theory is supported by the fact that these creatures share so many traits in common with one another, and because it is extremely rare to see garappa in the winter. However, it is also possible that these aquatic yōkai go into hibernation during the colder months, and that the similarities between garappa and yamawaro are simply coincidence.","One theory from Kumamoto Prefecture says that yamawaro and garappa are actually different forms of the same yōkai. During the cold months, these creatures live in the mountains as yamawaro (or yamawarawa, as they are known locally). During the warm months, they live in lakes and rivers as garappa. Every year on the autumn equinox, all of the country’s garappa transform into yamawaro and travel from the rivers to the mountains in a mass migration. They return on the spring equinox and transform back into garappa. Villagers who build their houses in the pathway of these massive yōkai migrations are prone to find holes, gashes, and other damage caused by yamawaro angry at having their path blocked. People who witness the springtime return of the yamawaro often catch deadly fevers.",,,
